Timestamp,Event
2026-05-31 10:07:11 AM,Vehicle Detected
2026-05-31 10:07:11 AM,Vehicle Detected
2026-05-31 10:07:26 AM,Vehicle Detected
2026-05-31 10:07:30 AM,Vehicle Detected
2026-05-31 10:07:44 AM,Vehicle Detected
2026-05-31 10:07:44 AM,Vehicle Detected
2026-05-31 10:08:02 AM,Vehicle Detected
2026-05-31 10:08:21 AM,Vehicle Detected
2026-05-31 10:08:33 AM,Vehicle Detected
2026-05-31 10:08:47 AM,Vehicle Detected
2026-05-31 10:08:56 AM,Vehicle Detected
2026-05-31 10:08:58 AM,Vehicle Detected
2026-05-31 10:09:15 AM,Vehicle Detected
2026-05-31 10:10:13 AM,Vehicle Detected
2026-05-31 10:10:34 AM,Vehicle Detected
2026-05-31 10:10:50 AM,Vehicle Detected
2026-05-31 10:10:53 AM,Vehicle Detected
2026-05-31 10:11:47 AM,Vehicle Detected
2026-05-31 10:11:57 AM,Vehicle Detected
2026-05-31 10:12:01 AM,Vehicle Detected
2026-05-31 10:12:02 AM,Vehicle Detected
2026-05-31 10:12:16 AM,Vehicle Detected
2026-05-31 10:12:44 AM,Vehicle Detected
2026-05-31 10:12:49 AM,Vehicle Detected
2026-05-31 10:12:55 AM,Vehicle Detected
2026-05-31 10:13:04 AM,Vehicle Detected
2026-05-31 10:13:21 AM,Vehicle Detected
2026-05-31 10:13:22 AM,Vehicle Detected
2026-05-31 10:13:39 AM,Vehicle Detected
2026-05-31 10:13:46 AM,Vehicle Detected
2026-05-31 10:13:46 AM,Vehicle Detected
2026-05-31 10:14:17 AM,Vehicle Detected
2026-05-31 10:14:23 AM,Vehicle Detected
2026-05-31 10:15:05 AM,Vehicle Detected
2026-05-31 10:15:10 AM,Vehicle Detected
2026-05-31 10:15:44 AM,Vehicle Detected
2026-05-31 10:16:00 AM,Vehicle Detected
2026-05-31 10:16:02 AM,Vehicle Detected
2026-05-31 10:16:55 AM,Vehicle Detected
2026-05-31 10:17:00 AM,Vehicle Detected
2026-05-31 10:17:28 AM,Vehicle Detected
2026-05-31 10:17:29 AM,Vehicle Detected
2026-05-31 10:17:42 AM,Vehicle Detected
2026-05-31 10:17:49 AM,Vehicle Detected
2026-05-31 10:17:55 AM,Vehicle Detected
2026-05-31 10:18:03 AM,Vehicle Detected
2026-05-31 10:18:11 AM,Vehicle Detected
2026-05-31 10:18:29 AM,Vehicle Detected
2026-05-31 10:18:41 AM,Vehicle Detected
2026-05-31 10:18:48 AM,Vehicle Detected
2026-05-31 10:19:11 AM,Vehicle Detected
2026-05-31 10:19:21 AM,Vehicle Detected
2026-05-31 10:19:40 AM,Vehicle Detected
2026-05-31 10:19:48 AM,Vehicle Detected
2026-05-31 10:20:04 AM,Vehicle Detected
2026-05-31 10:20:05 AM,Vehicle Detected
2026-05-31 10:20:22 AM,Vehicle Detected
2026-05-31 10:20:35 AM,Vehicle Detected
2026-05-31 10:20:52 AM,Vehicle Detected
2026-05-31 10:20:58 AM,Vehicle Detected
2026-05-31 10:21:04 AM,Vehicle Detected
2026-05-31 10:21:15 AM,Vehicle Detected
2026-05-31 10:21:26 AM,Vehicle Detected
2026-05-31 10:21:30 AM,Vehicle Detected
2026-05-31 10:21:35 AM,Vehicle Detected
2026-05-31 10:22:02 AM,Vehicle Detected
2026-05-31 10:22:17 AM,Vehicle Detected
2026-05-31 10:22:18 AM,Vehicle Detected
2026-05-31 10:22:21 AM,Vehicle Detected
2026-05-31 10:22:53 AM,Vehicle Detected
2026-05-31 10:23:14 AM,Vehicle Detected
2026-05-31 10:23:18 AM,Vehicle Detected
2026-05-31 10:23:32 AM,Vehicle Detected
2026-05-31 10:23:49 AM,Vehicle Detected
2026-05-31 10:24:01 AM,Vehicle Detected
2026-05-31 10:24:03 AM,Vehicle Detected
2026-05-31 10:24:15 AM,Vehicle Detected
2026-05-31 10:24:21 AM,Vehicle Detected
2026-05-31 10:24:23 AM,Vehicle Detected
2026-05-31 10:24:32 AM,Vehicle Detected
2026-05-31 10:24:46 AM,Vehicle Detected
2026-05-31 10:24:55 AM,Vehicle Detected
2026-05-31 10:24:55 AM,Vehicle Detected
2026-05-31 10:25:11 AM,Vehicle Detected
2026-05-31 10:25:22 AM,Vehicle Detected
2026-05-31 10:25:22 AM,Vehicle Detected
2026-05-31 10:26:27 AM,Vehicle Detected
2026-05-31 10:26:36 AM,Vehicle Detected
2026-05-31 10:26:46 AM,Vehicle Detected
2026-05-31 10:26:56 AM,Vehicle Detected
2026-05-31 10:27:26 AM,Vehicle Detected
2026-05-31 10:27:29 AM,Vehicle Detected
2026-05-31 10:27:42 AM,Vehicle Detected
2026-05-31 10:27:42 AM,Vehicle Detected
2026-05-31 10:28:06 AM,Vehicle Detected
2026-05-31 10:28:09 AM,Vehicle Detected
2026-05-31 10:28:13 AM,Vehicle Detected
2026-05-31 10:28:50 AM,Vehicle Detected
2026-05-31 10:28:50 AM,Vehicle Detected
2026-05-31 10:28:59 AM,Vehicle Detected
2026-05-31 10:28:59 AM,Vehicle Detected
2026-05-31 10:29:23 AM,Vehicle Detected
2026-05-31 10:29:23 AM,Vehicle Detected
2026-05-31 10:29:44 AM,Vehicle Detected
2026-05-31 10:29:45 AM,Vehicle Detected
2026-05-31 10:29:57 AM,Vehicle Detected
2026-05-31 10:30:05 AM,Vehicle Detected
2026-05-31 10:30:08 AM,Vehicle Detected
2026-05-31 10:30:16 AM,Vehicle Detected
2026-05-31 10:30:21 AM,Vehicle Detected
2026-05-31 10:30:21 AM,Vehicle Detected
2026-05-31 10:30:34 AM,Vehicle Detected
2026-05-31 10:30:40 AM,Vehicle Detected
2026-05-31 10:30:45 AM,Vehicle Detected
2026-05-31 10:30:48 AM,Vehicle Detected
2026-05-31 10:31:04 AM,Vehicle Detected
2026-05-31 10:31:11 AM,Vehicle Detected
2026-05-31 10:31:13 AM,Vehicle Detected
2026-05-31 10:31:17 AM,Vehicle Detected
2026-05-31 10:31:21 AM,Vehicle Detected
2026-05-31 10:31:32 AM,Vehicle Detected
2026-05-31 10:31:34 AM,Vehicle Detected
2026-05-31 10:31:37 AM,Vehicle Detected
2026-05-31 10:31:40 AM,Vehicle Detected
2026-05-31 10:31:44 AM,Vehicle Detected
2026-05-31 10:32:03 AM,Vehicle Detected
2026-05-31 10:32:06 AM,Vehicle Detected
2026-05-31 10:32:08 AM,Vehicle Detected
2026-05-31 10:32:10 AM,Vehicle Detected
2026-05-31 10:32:12 AM,Vehicle Detected
2026-05-31 10:32:20 AM,Vehicle Detected
2026-05-31 10:32:23 AM,Vehicle Detected
2026-05-31 10:32:52 AM,Vehicle Detected
2026-05-31 10:33:01 AM,Vehicle Detected
2026-05-31 10:33:20 AM,Vehicle Detected
2026-05-31 10:33:23 AM,Vehicle Detected
2026-05-31 10:33:28 AM,Vehicle Detected
2026-05-31 10:33:54 AM,Vehicle Detected
2026-05-31 10:34:35 AM,Vehicle Detected
2026-05-31 10:34:51 AM,Vehicle Detected
2026-05-31 10:35:10 AM,Vehicle Detected
2026-05-31 10:35:33 AM,Vehicle Detected
2026-05-31 10:35:35 AM,Vehicle Detected
2026-05-31 10:35:39 AM,Vehicle Detected
2026-05-31 10:35:48 AM,Vehicle Detected
2026-05-31 10:35:50 AM,Vehicle Detected
2026-05-31 10:35:55 AM,Vehicle Detected
2026-05-31 10:35:57 AM,Vehicle Detected
2026-05-31 10:36:04 AM,Vehicle Detected
2026-05-31 10:36:12 AM,Vehicle Detected
2026-05-31 10:36:29 AM,Vehicle Detected
2026-05-31 10:36:43 AM,Vehicle Detected
2026-05-31 10:36:45 AM,Vehicle Detected
2026-05-31 10:37:04 AM,Vehicle Detected
2026-05-31 10:37:11 AM,Vehicle Detected
2026-05-31 10:37:56 AM,Vehicle Detected
2026-05-31 10:38:56 AM,Vehicle Detected
2026-05-31 10:39:14 AM,Vehicle Detected
2026-05-31 10:39:17 AM,Vehicle Detected
2026-05-31 10:39:22 AM,Vehicle Detected
2026-05-31 10:39:46 AM,Vehicle Detected
2026-05-31 10:39:50 AM,Vehicle Detected
2026-05-31 10:39:53 AM,Vehicle Detected
2026-05-31 10:40:00 AM,Vehicle Detected
2026-05-31 10:40:21 AM,Vehicle Detected
2026-05-31 10:40:28 AM,Vehicle Detected
2026-05-31 10:40:34 AM,Vehicle Detected
2026-05-31 10:40:37 AM,Vehicle Detected
2026-05-31 10:40:42 AM,Vehicle Detected
2026-05-31 10:40:46 AM,Vehicle Detected
2026-05-31 10:40:50 AM,Vehicle Detected
2026-05-31 10:40:54 AM,Vehicle Detected
2026-05-31 10:41:30 AM,Vehicle Detected
2026-05-31 10:41:33 AM,Vehicle Detected
2026-05-31 10:41:39 AM,Vehicle Detected
2026-05-31 10:41:45 AM,Vehicle Detected
2026-05-31 10:41:56 AM,Vehicle Detected
2026-05-31 10:42:17 AM,Vehicle Detected
2026-05-31 10:42:19 AM,Vehicle Detected
2026-05-31 10:42:33 AM,Vehicle Detected
2026-05-31 10:42:36 AM,Vehicle Detected
2026-05-31 10:43:11 AM,Vehicle Detected
2026-05-31 10:43:25 AM,Vehicle Detected
2026-05-31 10:43:40 AM,Vehicle Detected
2026-05-31 10:43:45 AM,Vehicle Detected
2026-05-31 10:44:01 AM,Vehicle Detected
2026-05-31 10:44:07 AM,Vehicle Detected
2026-05-31 10:44:38 AM,Vehicle Detected
2026-05-31 10:44:48 AM,Vehicle Detected
2026-05-31 10:44:50 AM,Vehicle Detected
2026-05-31 10:44:59 AM,Vehicle Detected
2026-05-31 10:45:01 AM,Vehicle Detected
2026-05-31 10:45:26 AM,Vehicle Detected
2026-05-31 10:46:02 AM,Vehicle Detected
2026-05-31 10:46:09 AM,Vehicle Detected
2026-05-31 10:46:19 AM,Vehicle Detected
2026-05-31 10:46:22 AM,Vehicle Detected
2026-05-31 10:46:28 AM,Vehicle Detected
2026-05-31 10:46:31 AM,Vehicle Detected
2026-05-31 10:46:35 AM,Vehicle Detected
2026-05-31 10:46:38 AM,Vehicle Detected
2026-05-31 10:46:57 AM,Vehicle Detected
2026-05-31 10:47:07 AM,Vehicle Detected
2026-05-31 10:47:37 AM,Vehicle Detected
2026-05-31 10:47:54 AM,Vehicle Detected
2026-05-31 10:47:58 AM,Vehicle Detected
2026-05-31 10:48:04 AM,Vehicle Detected
2026-05-31 10:48:06 AM,Vehicle Detected
2026-05-31 10:48:08 AM,Vehicle Detected
2026-05-31 10:48:11 AM,Vehicle Detected
2026-05-31 10:48:21 AM,Vehicle Detected
2026-05-31 10:48:23 AM,Vehicle Detected
2026-05-31 10:48:36 AM,Vehicle Detected
2026-05-31 10:48:39 AM,Vehicle Detected
2026-05-31 10:48:44 AM,Vehicle Detected
2026-05-31 10:48:47 AM,Vehicle Detected
2026-05-31 10:48:51 AM,Vehicle Detected
2026-05-31 10:49:01 AM,Vehicle Detected
2026-05-31 10:49:04 AM,Vehicle Detected
2026-05-31 10:49:21 AM,Vehicle Detected
2026-05-31 10:49:26 AM,Vehicle Detected
2026-05-31 10:49:36 AM,Vehicle Detected
2026-05-31 10:49:55 AM,Vehicle Detected
2026-05-31 10:49:57 AM,Vehicle Detected
2026-05-31 10:50:04 AM,Vehicle Detected
2026-05-31 10:50:10 AM,Vehicle Detected
2026-05-31 10:50:45 AM,Vehicle Detected
2026-05-31 10:50:54 AM,Vehicle Detected
2026-05-31 10:51:19 AM,Vehicle Detected
2026-05-31 10:51:29 AM,Vehicle Detected
2026-05-31 10:51:32 AM,Vehicle Detected
2026-05-31 10:51:43 AM,Vehicle Detected
2026-05-31 10:51:49 AM,Vehicle Detected
2026-05-31 10:51:56 AM,Vehicle Detected
2026-05-31 10:52:07 AM,Vehicle Detected
2026-05-31 10:52:22 AM,Vehicle Detected
2026-05-31 10:52:24 AM,Vehicle Detected
2026-05-31 10:52:56 AM,Vehicle Detected
2026-05-31 10:53:18 AM,Vehicle Detected
2026-05-31 10:53:20 AM,Vehicle Detected
2026-05-31 10:53:41 AM,Vehicle Detected
2026-05-31 10:53:46 AM,Vehicle Detected
2026-05-31 10:53:50 AM,Vehicle Detected
2026-05-31 10:53:52 AM,Vehicle Detected
2026-05-31 10:54:02 AM,Vehicle Detected
2026-05-31 10:54:26 AM,Vehicle Detected
2026-05-31 10:54:34 AM,Vehicle Detected
2026-05-31 10:54:46 AM,Vehicle Detected
2026-05-31 10:54:49 AM,Vehicle Detected
2026-05-31 10:55:10 AM,Vehicle Detected
2026-05-31 10:55:14 AM,Vehicle Detected
2026-05-31 10:55:16 AM,Vehicle Detected
2026-05-31 10:55:25 AM,Vehicle Detected
2026-05-31 10:55:32 AM,Vehicle Detected
2026-05-31 10:55:39 AM,Vehicle Detected
2026-05-31 10:55:48 AM,Vehicle Detected
2026-05-31 10:55:53 AM,Vehicle Detected
2026-05-31 10:56:08 AM,Vehicle Detected
2026-05-31 10:56:11 AM,Vehicle Detected
2026-05-31 10:56:19 AM,Vehicle Detected
2026-05-31 10:56:22 AM,Vehicle Detected
2026-05-31 10:56:41 AM,Vehicle Detected
2026-05-31 10:56:44 AM,Vehicle Detected
2026-05-31 10:56:51 AM,Vehicle Detected
2026-05-31 10:56:58 AM,Vehicle Detected
2026-05-31 10:57:02 AM,Vehicle Detected
2026-05-31 10:57:11 AM,Vehicle Detected
2026-05-31 10:57:23 AM,Vehicle Detected
2026-05-31 10:57:37 AM,Vehicle Detected
2026-05-31 10:57:45 AM,Vehicle Detected
2026-05-31 10:58:04 AM,Vehicle Detected
2026-05-31 10:58:06 AM,Vehicle Detected
2026-05-31 10:58:14 AM,Vehicle Detected
2026-05-31 10:58:18 AM,Vehicle Detected
2026-05-31 10:58:28 AM,Vehicle Detected
2026-05-31 10:58:38 AM,Vehicle Detected
2026-05-31 10:58:44 AM,Vehicle Detected
2026-05-31 10:58:54 AM,Vehicle Detected
2026-05-31 10:59:01 AM,Vehicle Detected
2026-05-31 10:59:08 AM,Vehicle Detected
2026-05-31 10:59:12 AM,Vehicle Detected
2026-05-31 10:59:27 AM,Vehicle Detected
2026-05-31 10:59:31 AM,Vehicle Detected
2026-05-31 10:59:34 AM,Vehicle Detected
2026-05-31 10:59:45 AM,Vehicle Detected
2026-05-31 10:59:59 AM,Vehicle Detected
2026-05-31 11:00:02 AM,Vehicle Detected
2026-05-31 11:00:04 AM,Vehicle Detected
2026-05-31 11:00:06 AM,Vehicle Detected
2026-05-31 11:00:38 AM,Vehicle Detected
2026-05-31 11:00:46 AM,Vehicle Detected
2026-05-31 11:00:50 AM,Vehicle Detected
2026-05-31 11:00:56 AM,Vehicle Detected
2026-05-31 11:01:05 AM,Vehicle Detected
2026-05-31 11:01:15 AM,Vehicle Detected
2026-05-31 11:01:34 AM,Vehicle Detected
2026-05-31 11:01:37 AM,Vehicle Detected
2026-05-31 11:01:41 AM,Vehicle Detected
2026-05-31 11:02:17 AM,Vehicle Detected
2026-05-31 11:02:20 AM,Vehicle Detected
2026-05-31 11:02:28 AM,Vehicle Detected
2026-05-31 11:02:43 AM,Vehicle Detected
2026-05-31 11:03:07 AM,Vehicle Detected
2026-05-31 11:03:13 AM,Vehicle Detected
2026-05-31 11:03:18 AM,Vehicle Detected
2026-05-31 11:03:25 AM,Vehicle Detected
2026-05-31 11:03:28 AM,Vehicle Detected
2026-05-31 11:03:34 AM,Vehicle Detected
2026-05-31 11:03:43 AM,Vehicle Detected
2026-05-31 11:04:36 AM,Vehicle Detected
2026-05-31 11:04:46 AM,Vehicle Detected
2026-05-31 11:04:48 AM,Vehicle Detected
2026-05-31 11:04:55 AM,Vehicle Detected
2026-05-31 11:05:05 AM,Vehicle Detected
2026-05-31 11:05:11 AM,Vehicle Detected
2026-05-31 11:05:17 AM,Vehicle Detected
2026-05-31 11:05:27 AM,Vehicle Detected
2026-05-31 11:05:55 AM,Vehicle Detected
2026-05-31 11:05:57 AM,Vehicle Detected
2026-05-31 11:06:16 AM,Vehicle Detected
2026-05-31 11:06:33 AM,Vehicle Detected
2026-05-31 11:06:36 AM,Vehicle Detected
2026-05-31 11:06:41 AM,Vehicle Detected
2026-05-31 11:06:49 AM,Vehicle Detected
2026-05-31 11:07:22 AM,Vehicle Detected
2026-05-31 11:07:27 AM,Vehicle Detected
2026-05-31 11:07:46 AM,Vehicle Detected
2026-05-31 11:07:51 AM,Vehicle Detected
2026-05-31 11:07:53 AM,Vehicle Detected
2026-05-31 11:08:01 AM,Vehicle Detected
2026-05-31 11:08:05 AM,Vehicle Detected
2026-05-31 11:08:08 AM,Vehicle Detected
2026-05-31 11:08:13 AM,Vehicle Detected
2026-05-31 11:08:31 AM,Vehicle Detected
2026-05-31 11:08:51 AM,Vehicle Detected
2026-05-31 11:08:56 AM,Vehicle Detected
2026-05-31 11:08:58 AM,Vehicle Detected
2026-05-31 11:09:06 AM,Vehicle Detected
2026-05-31 11:09:18 AM,Vehicle Detected
2026-05-31 11:09:24 AM,Vehicle Detected
2026-05-31 11:09:49 AM,Vehicle Detected
2026-05-31 11:10:00 AM,Vehicle Detected
2026-05-31 11:10:11 AM,Vehicle Detected
2026-05-31 11:10:28 AM,Vehicle Detected
2026-05-31 11:10:52 AM,Vehicle Detected
2026-05-31 11:11:03 AM,Vehicle Detected
2026-05-31 11:11:13 AM,Vehicle Detected
2026-05-31 11:11:37 AM,Vehicle Detected
2026-05-31 11:11:39 AM,Vehicle Detected
2026-05-31 11:11:42 AM,Vehicle Detected
2026-05-31 11:11:47 AM,Vehicle Detected
2026-05-31 11:11:57 AM,Vehicle Detected
2026-05-31 11:12:04 AM,Vehicle Detected
2026-05-31 11:12:16 AM,Vehicle Detected
2026-05-31 11:12:26 AM,Vehicle Detected
2026-05-31 11:13:10 AM,Vehicle Detected
2026-05-31 11:13:15 AM,Vehicle Detected
2026-05-31 11:13:17 AM,Vehicle Detected
2026-05-31 11:13:26 AM,Vehicle Detected
2026-05-31 11:13:31 AM,Vehicle Detected
2026-05-31 11:13:37 AM,Vehicle Detected
2026-05-31 11:13:45 AM,Vehicle Detected
2026-05-31 11:13:57 AM,Vehicle Detected
2026-05-31 11:14:01 AM,Vehicle Detected
2026-05-31 11:14:08 AM,Vehicle Detected
2026-05-31 11:14:17 AM,Vehicle Detected
2026-05-31 11:14:29 AM,Vehicle Detected
2026-05-31 11:14:39 AM,Vehicle Detected
2026-05-31 11:14:46 AM,Vehicle Detected
2026-05-31 11:14:49 AM,Vehicle Detected
2026-05-31 11:14:53 AM,Vehicle Detected
2026-05-31 11:15:05 AM,Vehicle Detected
2026-05-31 11:15:07 AM,Vehicle Detected
2026-05-31 11:15:20 AM,Vehicle Detected
2026-05-31 11:15:25 AM,Vehicle Detected
2026-05-31 11:15:32 AM,Vehicle Detected
2026-05-31 11:15:36 AM,Vehicle Detected
2026-05-31 11:15:41 AM,Vehicle Detected
2026-05-31 11:15:47 AM,Vehicle Detected
2026-05-31 11:16:12 AM,Vehicle Detected
2026-05-31 11:16:23 AM,Vehicle Detected
2026-05-31 11:16:25 AM,Vehicle Detected
2026-05-31 11:16:32 AM,Vehicle Detected
2026-05-31 11:16:38 AM,Vehicle Detected
2026-05-31 11:16:45 AM,Vehicle Detected
2026-05-31 11:16:46 AM,Vehicle Detected
2026-05-31 11:16:54 AM,Vehicle Detected
2026-05-31 11:16:58 AM,Vehicle Detected
2026-05-31 11:17:13 AM,Vehicle Detected
2026-05-31 11:18:00 AM,Vehicle Detected
2026-05-31 11:18:03 AM,Vehicle Detected
2026-05-31 11:18:09 AM,Vehicle Detected
2026-05-31 11:18:30 AM,Vehicle Detected
2026-05-31 11:18:50 AM,Vehicle Detected
2026-05-31 11:18:59 AM,Vehicle Detected
2026-05-31 11:19:00 AM,Vehicle Detected
2026-05-31 11:19:04 AM,Vehicle Detected
2026-05-31 11:19:24 AM,Vehicle Detected
2026-05-31 11:19:30 AM,Vehicle Detected
2026-05-31 11:19:31 AM,Vehicle Detected
2026-05-31 11:19:43 AM,Vehicle Detected
2026-05-31 11:20:10 AM,Vehicle Detected
2026-05-31 11:20:20 AM,Vehicle Detected
2026-05-31 11:20:31 AM,Vehicle Detected
2026-05-31 11:20:36 AM,Vehicle Detected
2026-05-31 11:20:43 AM,Vehicle Detected
2026-05-31 11:20:54 AM,Vehicle Detected
2026-05-31 11:20:59 AM,Vehicle Detected
2026-05-31 11:21:30 AM,Vehicle Detected
2026-05-31 11:21:37 AM,Vehicle Detected
2026-05-31 11:21:40 AM,Vehicle Detected
2026-05-31 11:22:04 AM,Vehicle Detected
2026-05-31 11:22:15 AM,Vehicle Detected
2026-05-31 11:22:20 AM,Vehicle Detected
2026-05-31 11:22:24 AM,Vehicle Detected
2026-05-31 11:22:25 AM,Vehicle Detected
2026-05-31 11:22:30 AM,Vehicle Detected
2026-05-31 11:22:34 AM,Vehicle Detected
2026-05-31 11:22:38 AM,Vehicle Detected
2026-05-31 11:22:48 AM,Vehicle Detected
2026-05-31 11:22:55 AM,Vehicle Detected
2026-05-31 11:23:00 AM,Vehicle Detected
2026-05-31 11:23:13 AM,Vehicle Detected
2026-05-31 11:23:42 AM,Vehicle Detected
2026-05-31 11:23:50 AM,Vehicle Detected
2026-05-31 11:23:53 AM,Vehicle Detected
2026-05-31 11:24:05 AM,Vehicle Detected
2026-05-31 11:24:16 AM,Vehicle Detected
2026-05-31 11:24:18 AM,Vehicle Detected
2026-05-31 11:24:21 AM,Vehicle Detected
2026-05-31 11:24:50 AM,Vehicle Detected
2026-05-31 11:25:05 AM,Vehicle Detected
2026-05-31 11:25:09 AM,Vehicle Detected
2026-05-31 11:25:18 AM,Vehicle Detected
2026-05-31 11:26:22 AM,Vehicle Detected
2026-05-31 11:26:34 AM,Vehicle Detected
2026-05-31 11:26:38 AM,Vehicle Detected
2026-05-31 11:26:40 AM,Vehicle Detected
2026-05-31 11:26:46 AM,Vehicle Detected
2026-05-31 11:26:49 AM,Vehicle Detected
2026-05-31 11:26:51 AM,Vehicle Detected
2026-05-31 11:26:54 AM,Vehicle Detected
2026-05-31 11:26:58 AM,Vehicle Detected
2026-05-31 11:27:18 AM,Vehicle Detected
2026-05-31 11:27:28 AM,Vehicle Detected
2026-05-31 11:27:45 AM,Vehicle Detected
2026-05-31 11:27:55 AM,Vehicle Detected
2026-05-31 11:28:04 AM,Vehicle Detected
2026-05-31 11:28:25 AM,Vehicle Detected
2026-05-31 11:28:36 AM,Vehicle Detected
2026-05-31 11:28:44 AM,Vehicle Detected
2026-05-31 11:28:59 AM,Vehicle Detected
2026-05-31 11:29:30 AM,Vehicle Detected
2026-05-31 11:29:39 AM,Vehicle Detected
2026-05-31 11:29:44 AM,Vehicle Detected
2026-05-31 11:29:46 AM,Vehicle Detected
2026-05-31 11:29:52 AM,Vehicle Detected
2026-05-31 11:29:55 AM,Vehicle Detected
2026-05-31 11:30:03 AM,Vehicle Detected
2026-05-31 11:30:10 AM,Vehicle Detected
2026-05-31 11:30:13 AM,Vehicle Detected
2026-05-31 11:30:17 AM,Vehicle Detected
2026-05-31 11:30:20 AM,Vehicle Detected
2026-05-31 11:30:40 AM,Vehicle Detected
2026-05-31 11:30:41 AM,Vehicle Detected
2026-05-31 11:30:46 AM,Vehicle Detected
2026-05-31 11:30:49 AM,Vehicle Detected
2026-05-31 11:30:57 AM,Vehicle Detected
2026-05-31 11:31:05 AM,Vehicle Detected
2026-05-31 11:31:08 AM,Vehicle Detected
2026-05-31 11:31:34 AM,Vehicle Detected
2026-05-31 11:31:40 AM,Vehicle Detected
2026-05-31 11:31:48 AM,Vehicle Detected
2026-05-31 11:31:58 AM,Vehicle Detected
2026-05-31 11:32:09 AM,Vehicle Detected
2026-05-31 11:32:12 AM,Vehicle Detected
2026-05-31 11:32:22 AM,Vehicle Detected
2026-05-31 11:33:17 AM,Vehicle Detected
2026-05-31 11:33:25 AM,Vehicle Detected
2026-05-31 11:33:44 AM,Vehicle Detected
2026-05-31 11:33:52 AM,Vehicle Detected
2026-05-31 11:33:54 AM,Vehicle Detected
2026-05-31 11:34:02 AM,Vehicle Detected
2026-05-31 11:34:09 AM,Vehicle Detected
2026-05-31 11:34:09 AM,Vehicle Detected
2026-05-31 11:34:15 AM,Vehicle Detected
2026-05-31 11:34:24 AM,Vehicle Detected
2026-05-31 11:34:44 AM,Vehicle Detected
2026-05-31 11:34:53 AM,Vehicle Detected
2026-05-31 11:34:54 AM,Vehicle Detected
2026-05-31 11:35:02 AM,Vehicle Detected
2026-05-31 11:35:04 AM,Vehicle Detected
2026-05-31 11:35:08 AM,Vehicle Detected
2026-05-31 11:35:10 AM,Vehicle Detected
2026-05-31 11:35:15 AM,Vehicle Detected
2026-05-31 11:35:18 AM,Vehicle Detected
2026-05-31 11:35:31 AM,Vehicle Detected
2026-05-31 11:35:33 AM,Vehicle Detected
2026-05-31 11:35:50 AM,Vehicle Detected
2026-05-31 11:36:00 AM,Vehicle Detected
2026-05-31 11:36:20 AM,Vehicle Detected
2026-05-31 11:36:37 AM,Vehicle Detected
2026-05-31 11:36:38 AM,Vehicle Detected
2026-05-31 11:36:55 AM,Vehicle Detected
2026-05-31 11:37:13 AM,Vehicle Detected
2026-05-31 11:37:17 AM,Vehicle Detected
2026-05-31 11:37:26 AM,Vehicle Detected
2026-05-31 11:37:27 AM,Vehicle Detected
2026-05-31 11:37:33 AM,Vehicle Detected
2026-05-31 11:37:51 AM,Vehicle Detected
2026-05-31 11:37:53 AM,Vehicle Detected
2026-05-31 11:38:01 AM,Vehicle Detected
2026-05-31 11:38:08 AM,Vehicle Detected
2026-05-31 11:38:13 AM,Vehicle Detected
2026-05-31 11:38:22 AM,Vehicle Detected
2026-05-31 11:38:35 AM,Vehicle Detected
2026-05-31 11:39:15 AM,Vehicle Detected
2026-05-31 11:39:37 AM,Vehicle Detected
2026-05-31 11:39:40 AM,Vehicle Detected
2026-05-31 11:39:48 AM,Vehicle Detected
2026-05-31 11:39:53 AM,Vehicle Detected
2026-05-31 11:39:58 AM,Vehicle Detected
2026-05-31 11:40:04 AM,Vehicle Detected
2026-05-31 11:40:10 AM,Vehicle Detected
2026-05-31 11:40:48 AM,Vehicle Detected
2026-05-31 11:40:53 AM,Vehicle Detected
2026-05-31 11:40:58 AM,Vehicle Detected
2026-05-31 11:41:01 AM,Vehicle Detected
2026-05-31 11:41:03 AM,Vehicle Detected
2026-05-31 11:41:11 AM,Vehicle Detected
2026-05-31 11:41:19 AM,Vehicle Detected
2026-05-31 11:41:24 AM,Vehicle Detected
2026-05-31 11:41:28 AM,Vehicle Detected
2026-05-31 11:41:43 AM,Vehicle Detected
2026-05-31 11:41:46 AM,Vehicle Detected
2026-05-31 11:42:15 AM,Vehicle Detected
2026-05-31 11:42:17 AM,Vehicle Detected
2026-05-31 11:42:44 AM,Vehicle Detected
2026-05-31 11:43:07 AM,Vehicle Detected
2026-05-31 11:43:26 AM,Vehicle Detected
2026-05-31 11:43:26 AM,Vehicle Detected
2026-05-31 11:43:29 AM,Vehicle Detected
2026-05-31 11:43:39 AM,Vehicle Detected
2026-05-31 11:43:48 AM,Vehicle Detected
2026-05-31 11:43:54 AM,Vehicle Detected
2026-05-31 11:43:58 AM,Vehicle Detected
2026-05-31 11:44:01 AM,Vehicle Detected
2026-05-31 11:44:05 AM,Vehicle Detected
2026-05-31 11:44:09 AM,Vehicle Detected
2026-05-31 11:44:12 AM,Vehicle Detected
2026-05-31 11:44:16 AM,Vehicle Detected
2026-05-31 11:44:18 AM,Vehicle Detected
2026-05-31 11:44:43 AM,Vehicle Detected
2026-05-31 11:44:45 AM,Vehicle Detected
2026-05-31 11:44:52 AM,Vehicle Detected
2026-05-31 11:45:12 AM,Vehicle Detected
2026-05-31 11:45:18 AM,Vehicle Detected
2026-05-31 11:45:25 AM,Vehicle Detected
2026-05-31 11:45:27 AM,Vehicle Detected
